Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
NOR;NLD;Import;Bln. Us-$;2008;3.639567612;UN Comtrade Database
NOR;NLD;Import;Bln. Us-$;2009;2.679066456;UN Comtrade Database
NOR;NLD;Import;Bln. Us-$;2010;2.887894569;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2000;0.012321667;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2001;0.014437428;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2002;0.016136265;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2003;0.020252751;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2004;0.023687025;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2005;0.022732488;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2006;0.020983163;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2007;0.032668245;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2008;0.049761496;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2009;0.029218961;UN Comtrade Database
NOR;NZL;Import;Bln. Us-$;2010;0.036846585;UN Comtrade Database
NOR;NOR;Import;Bln. Us-$;2006;0.000000278;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2000;0.38146448;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2001;0.351246501;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2002;0.463802182;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2003;0.532485878;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2004;0.776767425;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2005;0.957905633;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2006;1.269814904;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2007;1.671927695;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2008;2.191330441;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2009;1.882486032;UN Comtrade Database
NOR;POL;Import;Bln. Us-$;2010;1.940684114;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2000;0.209902208;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2001;0.184062992;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2002;0.186843976;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2003;0.189367056;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2004;0.187802749;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2005;0.192317291;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2006;0.202840379;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2007;0.218046611;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2008;0.248053656;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2009;0.203426599;UN Comtrade Database
NOR;PRT;Import;Bln. Us-$;2010;0.257072189;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2000;0.838254272;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2001;0.460125038;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2002;0.214504922;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2003;0.450018213;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2004;0.449736059;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2005;0.569485112;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2006;0.943516134;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2007;0.743133259;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2008;1.189957745;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2009;1.307755564;UN Comtrade Database
NOR;KOR;Import;Bln. Us-$;2010;2.343166657;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2000;0.071959368;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2001;0.086098869;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2002;0.114489783;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2003;0.156362088;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2004;0.124483136;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2005;0.187083689;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2006;0.30164001;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2007;0.345813648;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2008;0.494044998;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2009;0.505902329;UN Comtrade Database
NOR;ROM;Import;Bln. Us-$;2010;0.476952562;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2000;0.824616832;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2001;0.782420357;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2002;0.73268974;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2003;0.823851172;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2004;1.148566266;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2005;1.317917228;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2006;1.559789542;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2007;1.979523354;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2008;1.990061179;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2009;1.133335685;UN Comtrade Database
NOR;RUS;Import;Bln. Us-$;2010;2.011797621;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2000;0.02587286;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2001;0.025028559;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2002;0.035529407;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2003;0.047865052;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2004;0.078183263;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2005;0.108709846;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2006;0.130846074;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2007;0.259301566;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2008;0.321575826;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2009;0.307920747;UN Comtrade Database
NOR;SVK;Import;Bln. Us-$;2010;0.392657084;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2000;0.02816585;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2001;0.032672214;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2002;0.043861421;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2003;0.051450511;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2004;0.056984769;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2005;0.059104931;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2006;0.063054727;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2007;0.091951232;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2008;0.095594724;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2009;0.086942034;UN Comtrade Database
NOR;SVN;Import;Bln. Us-$;2010;0.096826472;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2000;0.045074208;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2001;0.058734475;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2002;0.071939289;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2003;0.086208484;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2004;0.111382326;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2005;0.120470913;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2006;0.104698758;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2007;0.165167227;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2008;0.460780987;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2009;0.255743638;UN Comtrade Database
NOR;ZFA;Import;Bln. Us-$;2010;0.463573882;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2000;0.703418432;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2001;0.533955666;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2002;0.547333807;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2003;0.631373527;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2004;0.837292466;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2005;1.260563271;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2006;1.449602045;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2007;1.735196994;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2008;1.817296328;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2009;1.5345304;UN Comtrade Database
NOR;ESP;Import;Bln. Us-$;2010;1.014713744;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2000;5.046992896;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2001;5.023160566;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2002;5.354337286;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2003;6.39844574;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2004;7.597476808;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2005;7.998012833;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2006;9.634681667;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2007;11.77774834;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2008;12.72333714;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2009;9.492294737;UN Comtrade Database
NOR;SWE;Import;Bln. Us-$;2010;10.80693144;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2000;0.382022976;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2001;0.426844657;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2002;0.448608911;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2003;0.462523212;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2004;0.502118849;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2005;0.582703523;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2006;0.714693391;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2007;0.86130006;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2008;0.986883752;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2009;0.772614041;UN Comtrade Database
NOR;CHE;Import;Bln. Us-$;2010;0.802436436;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2000;0.115252744;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2001;0.115592666;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2002;0.176995283;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2003;0.257619286;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2004;0.351826523;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2005;0.441112605;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2006;0.426796995;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2007;0.582686769;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2008;0.591249026;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2009;0.556231805;UN Comtrade Database
NOR;TUR;Import;Bln. Us-$;2010;0.553246218;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2000;2.787236608;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2001;2.594197279;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2002;2.539121304;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2003;2.854088373;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2004;3.186299973;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2005;4.000055837;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2006;4.116229228;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2007;5.533591864;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2008;5.30233818;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2009;4.103320861;UN Comtrade Database
NOR;GBR;Import;Bln. Us-$;2010;4.580210515;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2000;2.825587712;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2001;2.338123715;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2002;2.149745836;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2003;2.053649605;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2004;2.361496442;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2005;2.854515396;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2006;3.434840882;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2007;3.88438654;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2008;4.858682722;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2009;4.112282858;UN Comtrade Database
NOR;USA;Import;Bln. Us-$;2010;4.274609915;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2000;0.065958;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2001;0.068867;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2002;0.087684;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2003;0.190832;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2004;0.307287466;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2005;0.415155335;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2006;0.504839579;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2007;0.648265991;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2008;0.787630898;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2009;0.713407047;UN Comtrade Database
POL;ARG;Import;Bln. Us-$;2010;0.615015297;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2000;0.049274;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2001;0.035301;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2002;0.023858;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2003;0.035937;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2004;0.07401495;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2005;0.096925616;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2006;0.134423874;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2007;0.151930507;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2008;0.14645468;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2009;0.08797869;UN Comtrade Database
POL;AUS;Import;Bln. Us-$;2010;0.168709142;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2000;0.920677;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2001;0.954727;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2002;1.027245;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2003;1.291253;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2004;1.574550853;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2005;1.738394946;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2006;2.146279749;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2007;2.733586677;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2008;3.61113405;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2009;2.600963145;UN Comtrade Database
POL;AUT;Import;Bln. Us-$;2010;2.913967515;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2000;1.242457;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2001;1.339686;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2002;1.499281;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2003;1.751713;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2004;2.239038185;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2005;2.670427246;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2006;3.15635492;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2007;4.15260456;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2008;5.022372366;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2009;3.466995084;UN Comtrade Database
POL;BEL;Import;Bln. Us-$;2010;4.103560407;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2000;0.289423;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2001;0.380021;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2002;0.229988;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2003;0.232392;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2004;0.532692102;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2005;0.476107194;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2006;0.599298972;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2007;0.680170627;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2008;0.70794399;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2009;0.677175956;UN Comtrade Database
POL;BRA;Import;Bln. Us-$;2010;0.796966672;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2000;0.030254;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2001;0.053275;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2002;0.055773;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2003;0.081757;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2004;0.131195721;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2005;0.167302571;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2006;0.236746479;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2007;0.272992575;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2008;0.412136084;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2009;0.257798296;UN Comtrade Database
POL;BGR;Import;Bln. Us-$;2010;0.333178858;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2000;0.154239;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2001;0.158333;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2002;0.149806;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2003;0.185045;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2004;0.245570615;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2005;0.224032587;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2006;0.291512479;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2007;0.378973999;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2008;0.399849124;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2009;0.219673779;UN Comtrade Database
POL;CAN;Import;Bln. Us-$;2010;0.541044072;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2000;0.010846;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2001;0.015799;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2002;0.019084;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2003;0.023678;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2004;0.033178109;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2005;0.071034486;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2006;0.285339223;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2007;0.315261872;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2008;0.260044523;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2009;0.193337253;UN Comtrade Database
POL;CHL;Import;Bln. Us-$;2010;0.143789499;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2000;1.355528;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2001;1.594911;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2002;2.050109;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2003;2.86156;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2004;4.064568205;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2005;5.496607107;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2006;7.711682025;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2007;11.75341721;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2008;16.79790794;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2009;13.9143942;UN Comtrade Database
POL;CHI;Import;Bln. Us-$;2010;16.51437375;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2000;0.000397;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2001;0.046308;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2002;0.093328;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2003;0.041783;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2004;0.038649115;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2005;0.009566532;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2006;0.008682526;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2007;0.017869556;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2008;0.040201063;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2009;0.021533721;UN Comtrade Database
POL;CYP;Import;Bln. Us-$;2010;0.033955566;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2000;1.528111;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2001;1.703427;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2002;1.753788;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2003;2.300696;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2004;3.188114752;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2005;3.633297987;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2006;4.380752382;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2007;5.673750183;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2008;7.532157252;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2009;5.399556004;UN Comtrade Database
POL;CZE;Import;Bln. Us-$;2010;6.441555287;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2000;0.755646;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2001;0.850632;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2002;0.92545;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2003;0.976225;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2004;1.332835998;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2005;1.372085728;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2006;1.63481729;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2007;2.113267585;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2008;2.560831856;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2009;2.053688875;UN Comtrade Database
POL;DNK;Import;Bln. Us-$;2010;2.115342528;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2000;0.032228;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2001;0.036839;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2002;0.03533;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2003;0.055404;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2004;0.080824356;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2005;0.091927612;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2006;0.100399389;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2007;0.141033343;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2008;0.187860065;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2009;0.128584385;UN Comtrade Database
POL;EST;Import;Bln. Us-$;2010;0.16586252;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2000;0.874548;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2001;0.834576;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2002;0.843537;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2003;1.011924;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2004;1.232397028;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2005;1.312975533;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2006;1.618466695;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2007;2.150239826;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2008;3.126855808;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2009;1.933547338;UN Comtrade Database
POL;FIN;Import;Bln. Us-$;2010;1.764885097;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2000;3.112929;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2001;3.382828;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2002;3.802591;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2003;4.769661;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2004;5.924097138;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2005;6.094739061;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2006;6.883600083;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2007;8.380468822;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2008;9.946828589;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2009;6.892823781;UN Comtrade Database
POL;FRA;Import;Bln. Us-$;2010;7.503653716;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2000;11.661471;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2001;12.003267;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2002;13.362474;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2003;16.543812;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2004;21.47924076;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2005;25.05344594;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2006;30.1444539;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2007;39.43462105;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2008;48.51403346;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2009;33.41847254;UN Comtrade Database
POL;DEU;Import;Bln. Us-$;2010;37.78440033;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2000;0.091738;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2001;0.123388;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2002;0.14059;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2003;0.148629;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2004;0.200448842;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2005;0.221029284;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2006;0.250942046;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2007;0.331897127;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2008;0.352440154;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2009;0.259840312;UN Comtrade Database
POL;GRC;Import;Bln. Us-$;2010;0.303889111;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2000;0.753292;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2001;0.778506;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2002;0.909581;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2003;1.199728;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2004;1.663510842;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2005;1.838006806;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2006;2.699872508;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2007;3.449829903;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2008;3.747065403;UN Comtrade Database
